TID,Item
T1825,yogurt
T1825,processed cheese
T1825,rolls
T1825,buns
T1825,bottled water
T1825,soda
T1825,misc. beverages
T1825,female sanitary products
T1826,root vegetables
T1826,whole milk
T1826,domestic eggs
T1827,meat
T1827,citrus fruit
T1827,pip fruit
T1827,curd
T1827,yogurt
T1827,whipped
T1827,sour cream
T1827,domestic eggs
T1827,pastry
T1827,flour
T1827,fruit
T1827,vegetable juice
T1827,bottled beer
T1827,salty snack
T1827,chocolate
T1827,cooking chocolate
T1827,hygiene articles
T1827,napkins
T1827,shopping bags
T1828,hamburger meat
T1829,tropical fruit
T1829,napkins
T1830,whole milk
T1831,whole milk
T1831,dessert
T1831,rolls
T1831,buns
T1831,pastry
T1831,newspapers
T1832,hamburger meat
T1832,citrus fruit
T1832,butter
T1832,frozen vegetables
T1832,pasta
T1832,sweet spreads
T1832,coffee
T1833,frankfurter
T1833,sausage
T1833,curd
T1833,whipped
T1833,sour cream
T1833,frozen vegetables
T1833,jam
T1833,long life bakery product
T1833,candy
T1834,soda
T1834,canned beer
T1835,whipped
T1835,sour cream
T1835,rice
T1835,popcorn
T1836,whole milk
T1836,butter
T1836,yogurt
T1836,frozen meals
T1836,bottled water
T1836,bottled beer
T1836,canned beer
T1836,chocolate
T1836,flower (seeds)
T1837,citrus fruit
T1837,root vegetables
T1837,other vegetables
T1837,salt
T1837,bottled water
T1837,chewing gum
T1838,pip fruit
T1838,coffee
T1839,root vegetables
T1839,butter milk
T1839,frozen vegetables
T1839,pastry
T1839,dish cleaner
T1839,hygiene articles
T1839,napkins
T1840,pip fruit
T1840,root vegetables
T1840,zwieback
T1840,fruit
T1840,vegetable juice
T1840,pot plants
T1841,onions
T1841,other vegetables
T1841,whole milk
T1841,soups
T1841,bottled beer
T1841,pot plants
T1842,tropical fruit
T1842,grapes
T1842,oil
T1842,canned vegetables
T1842,tea
T1842,fruit
T1842,vegetable juice
T1842,snack products
T1843,other vegetables
T1843,brown bread
T1843,soda
T1843,canned beer
T1843,shopping bags
T1844,citrus fruit
T1844,rolls
T1844,buns
T1844,bottled water
T1844,red
T1844,blush wine
T1844,newspapers
T1845,canned beer
T1845,shopping bags
T1846,root vegetables
T1846,other vegetables
T1846,whole milk
T1846,curd
T1846,cream cheese 
T1846,domestic eggs
T1846,misc. beverages
T1846,napkins
T1847,tropical fruit
T1847,pip fruit
T1847,whole milk
T1847,curd
T1847,yogurt
T1847,frozen meals
T1848,butter milk
T1849,root vegetables
T1850,pork
T1850,whole milk
T1850,margarine
T1851,pip fruit
T1851,yogurt
T1851,ice cream
T1851,soda
T1852,canned beer
T1852,newspapers
T1853,tropical fruit
T1853,whole milk
T1853,butter
T1853,brown bread
T1854,pork
T1854,pip fruit
T1854,other vegetables
T1854,whole milk
T1854,yogurt
T1854,frozen fish
T1854,flour
T1854,sugar
T1854,baking powder
T1854,long life bakery product
T1854,chewing gum
T1855,pip fruit
T1855,napkins
T1856,rolls
T1856,buns
T1857,meat
T1857,organic sausage
T1857,whole milk
T1857,butter
T1857,UHT-milk
T1857,frozen vegetables
T1857,pickled vegetables
T1857,cat food
T1857,female sanitary products
T1858,soda
T1859,root vegetables
T1860,root vegetables
T1860,red
T1860,blush wine
T1861,sausage
T1861,butter
T1861,pastry
T1861,canned beer
T1861,shopping bags
T1862,butter
T1862,white wine
T1863,sauces
T1863,red
T1863,blush wine
T1863,dish cleaner
T1864,beef
T1864,citrus fruit
T1864,pip fruit
T1864,root vegetables
T1864,other vegetables
T1864,whipped
T1864,sour cream
T1864,margarine
T1864,canned vegetables
T1864,cat food
T1864,shopping bags
T1865,ham
T1865,pork
T1865,butter milk
T1865,sweet spreads
T1865,shopping bags
T1866,rolls
T1866,buns
T1866,fruit
T1866,vegetable juice
T1867,tropical fruit
T1867,rolls
T1867,buns
T1868,sausage
T1868,tropical fruit
T1868,whole milk
T1868,curd
T1868,butter milk
T1868,whipped
T1868,sour cream
T1868,rolls
T1868,buns
T1868,softener
T1868,house keeping products
T1869,tropical fruit
T1869,whole milk
T1869,cream cheese 
T1869,frozen vegetables
T1869,rolls
T1869,buns
T1869,chocolate
T1869,candy
T1869,pot plants
T1870,soda
T1871,whole milk
T1871,pastry
T1872,pip fruit
T1873,whole milk
T1874,chicken
T1874,beef
T1874,whole milk
T1874,bottled water
T1874,newspapers
T1875,root vegetables
T1875,other vegetables
T1875,whipped
T1875,sour cream
T1875,canned beer
T1875,liquor
T1875,shopping bags
T1876,rolls
T1876,buns
T1876,meat spreads
T1877,butter
T1877,whipped
T1877,sour cream
T1877,domestic eggs
T1877,rolls
T1877,buns
T1878,tropical fruit
T1878,sliced cheese
T1878,rolls
T1878,buns
T1878,napkins
T1878,pot plants
T1879,sausage
T1879,chicken
T1879,beef
T1879,root vegetables
T1879,other vegetables
T1879,curd
T1879,yogurt
T1879,cream cheese 
T1879,ice cream
T1879,newspapers
T1880,soda
T1881,rolls
T1881,buns
T1881,bottled water
T1881,soda
T1882,tropical fruit
T1882,pip fruit
T1882,root vegetables
T1882,other vegetables
T1882,dessert
T1882,whipped
T1882,sour cream
T1882,sliced cheese
T1882,pastry
T1882,shopping bags
T1883,tropical fruit
T1883,root vegetables
T1883,other vegetables
T1883,packaged fruit
T1883,vegetables
T1883,flower (seeds)
T1884,UHT-milk
T1884,pastry
T1884,coffee
T1884,red
T1884,blush wine
T1884,pot plants
T1885,root vegetables
T1885,other vegetables
T1885,domestic eggs
T1885,sugar
T1885,instant coffee
T1885,bottled water
T1885,soda
T1885,bottled beer
T1885,red
T1885,blush wine
T1885,waffles
T1885,specialty chocolate
T1886,pip fruit
T1886,dessert
T1886,rolls
T1886,buns
T1886,pastry
T1886,specialty bar
T1887,whole milk
T1887,brown bread
T1887,newspapers
T1888,dessert
T1888,zwieback
T1889,other vegetables
T1889,frozen meals
T1889,pasta
T1889,canned fish
T1889,coffee
T1890,pork
T1890,hamburger meat
T1890,yogurt
T1890,cream cheese 
T1890,spread cheese
T1890,frozen vegetables
T1890,pasta
T1890,instant coffee
T1890,soda
T1890,waffles
T1890,specialty bar
T1890,seasonal products
T1891,frankfurter
T1891,domestic eggs
T1892,whole milk
T1892,yogurt
T1892,sliced cheese
T1892,mayonnaise
T1892,rolls
T1892,buns
T1892,pasta
T1892,specialty chocolate
T1893,frankfurter
T1893,pork
T1893,citrus fruit
T1893,pip fruit
T1893,other vegetables
T1893,whipped
T1893,sour cream
T1893,UHT-milk
T1893,salad dressing
T1893,frozen potato products
T1893,salty snack
T1893,newspapers
T1894,whipped
T1894,sour cream
T1894,soda
T1895,curd
T1896,other vegetables
T1896,whole milk
T1896,frozen potato products
T1896,rolls
T1896,buns
T1896,pasta
T1896,instant coffee
T1896,soda
T1896,fruit
T1896,vegetable juice
T1896,bottled beer
T1896,cake bar
T1896,seasonal products
T1897,ham
T1897,bottled water
T1897,soda
T1898,whole milk
T1898,curd
T1898,rolls
T1898,buns
T1898,pastry
T1898,pasta
T1898,margarine
T1899,whole milk
T1899,butter
T1899,whipped
T1899,sour cream
T1899,condensed milk
T1899,soft cheese
T1899,hard cheese
T1899,processed cheese
T1899,frozen vegetables
T1899,detergent
T1900,soda
T1901,margarine
T1902,pip fruit
T1903,other vegetables
T1903,packaged fruit
T1903,vegetables
T1903,frozen dessert
T1903,rolls
T1903,buns
T1903,soda
T1904,whole milk
T1904,margarine
T1904,pot plants
T1905,pork
T1905,tropical fruit
T1905,whole milk
T1905,rolls
T1905,buns
T1905,margarine
T1906,sausage
T1906,meat
T1906,turkey
T1906,citrus fruit
T1906,tropical fruit
T1906,pip fruit
T1906,root vegetables
T1906,onions
T1906,herbs
T1906,other vegetables
T1906,whole milk
T1906,curd
T1906,yogurt
T1906,whipped
T1906,sour cream
T1906,soft cheese
T1906,cream cheese 
T1906,frozen vegetables
T1906,brown bread
T1906,pastry
T1906,semi-finished bread
T1906,margarine
T1907,curd
T1907,yogurt
T1907,frozen vegetables
T1908,canned beer
T1909,napkins
T1910,chewing gum
T1911,ice cream
T1912,bottled water
T1913,liver loaf
T1913,pork
T1913,citrus fruit
T1913,tropical fruit
T1913,root vegetables
T1913,other vegetables
T1913,whole milk
T1913,curd
T1913,dessert
T1913,yogurt
T1913,frozen vegetables
T1913,brown bread
T1913,semi-finished bread
T1913,oil
T1913,dog food
T1913,fruit
T1913,vegetable juice
T1914,citrus fruit
T1914,tropical fruit
T1914,root vegetables
T1914,herbs
T1914,other vegetables
T1914,whole milk
T1914,yogurt
T1914,bottled water
T1914,bottled beer
T1915,chicken
T1915,citrus fruit
T1915,yogurt
T1915,whipped
T1915,sour cream
T1915,spread cheese
T1915,margarine
T1915,softener
T1916,citrus fruit
T1916,whole milk
T1916,sliced cheese
T1916,rolls
T1916,buns
T1916,pastry
T1916,roll products 
T1916,coffee
T1916,bottled water
T1916,soda
T1916,bottled beer
T1916,canned beer
T1916,rum
T1916,waffles
T1916,chocolate
T1917,bottled water
T1917,liquor (appetizer)
T1917,specialty bar
T1918,pip fruit
T1918,berries
T1918,root vegetables
T1918,other vegetables
T1918,whole milk
T1918,whipped
T1918,sour cream
T1919,whole milk
T1919,curd
T1919,yogurt
T1919,frozen vegetables
T1919,margarine
T1919,ketchup
T1919,cereals
T1919,canned fish
T1919,soda
T1919,cling film
T1919,bags
T1920,hamburger meat
T1920,whole milk
T1920,curd
T1920,dessert
T1921,turkey
T1921,hamburger meat
T1921,root vegetables
T1921,other vegetables
T1921,whole milk
T1921,yogurt
T1921,hard cheese
T1921,cereals
T1921,long life bakery product
T1921,specialty chocolate
T1921,candy
T1921,hygiene articles
T1922,ham
T1922,beef
T1922,tropical fruit
T1922,pip fruit
T1922,other vegetables
T1922,whole milk
T1922,dessert
T1922,yogurt
T1922,whipped
T1922,sour cream
T1922,soft cheese
T1922,frozen potato products
T1922,rolls
T1922,buns
T1922,soda
T1922,long life bakery product
T1922,chocolate
T1923,citrus fruit
T1923,pip fruit
T1923,other vegetables
T1923,canned vegetables
T1924,sausage
T1924,other vegetables
T1924,dessert
T1924,domestic eggs
T1924,pastry
T1924,napkins
T1925,yogurt
T1926,butter
T1927,chicken
T1927,hamburger meat
T1927,whole milk
T1927,rolls
T1927,buns
T1927,flour
T1927,margarine
T1927,coffee
T1927,canned beer
T1927,hygiene articles
T1927,shopping bags
T1928,beverages
T1928,rolls
T1928,buns
T1928,long life bakery product
T1928,shopping bags
T1929,onions
T1929,bottled water
T1929,soda
T1929,canned beer
T1929,chewing gum
T1929,male cosmetics
T1929,napkins
T1929,cling film
T1929,bags
T1930,bottled beer
T1931,butter
T1931,pastry
T1931,semi-finished bread
T1931,white wine
T1931,detergent
T1932,root vegetables
T1932,butter
T1932,pot plants
T1933,sausage
T1933,ham
T1933,meat
T1933,pork
T1933,tropical fruit
T1933,pip fruit
T1933,grapes
T1933,other vegetables
T1933,whole milk
T1933,butter
T1933,whipped
T1933,sour cream
T1933,frozen meals
T1933,frozen fish
T1933,ice cream
T1933,domestic eggs
T1933,pastry
T1933,soda
T1933,syrup
T1933,detergent
T1934,ham
T1934,whole milk
T1934,spread cheese
T1934,rolls
T1934,buns
T1934,waffles
T1934,newspapers
T1935,soda
T1935,canned beer
T1936,chicken
T1936,tropical fruit
T1936,whole milk
T1936,pastry
T1936,soda
T1936,long life bakery product
T1936,waffles
T1936,chocolate
T1937,sausage
T1937,pip fruit
T1937,whole milk
T1937,rolls
T1937,buns
T1937,flour
T1937,oil
T1937,soda
T1938,other vegetables
T1938,soda
T1939,whole milk
T1939,bottled beer
T1940,root vegetables
T1941,chicken
T1941,other vegetables
T1941,whole milk
T1942,tropical fruit
T1942,pip fruit
T1942,whole milk
T1942,curd
T1942,yogurt
T1942,frozen vegetables
T1942,frozen meals
T1942,white bread
T1942,instant coffee
T1942,misc. beverages
T1942,bottled beer
T1942,hygiene articles
T1943,pork
T1943,root vegetables
T1943,brown bread
T1943,soda
T1943,bottled beer
T1944,tropical fruit
T1944,pip fruit
T1944,root vegetables
T1944,whole milk
T1944,yogurt
T1944,beverages
T1944,domestic eggs
T1944,white bread
T1944,sweet spreads
T1944,soda
T1945,chicken
T1945,napkins
T1946,other vegetables
T1946,curd
T1946,pastry
T1946,Instant food products
T1946,salty snack
T1946,cake bar
T1946,chewing gum
T1946,napkins
T1947,whipped
T1947,sour cream
T1947,female sanitary products
T1948,whole milk
T1948,whipped
T1948,sour cream
T1949,root vegetables
T1949,other vegetables
T1949,whole milk
T1949,bottled water
T1949,bottled beer
T1950,sausage
T1950,berries
T1950,whole milk
T1950,yogurt
T1950,domestic eggs
T1951,frozen vegetables
T1952,beef
T1952,whole milk
T1952,butter
T1952,rolls
T1952,buns
T1952,cat food
T1952,bottled beer
T1953,root vegetables
T1953,whole milk
T1953,yogurt
T1954,rolls
T1954,buns
T1954,brown bread
T1954,bottled water
T1955,canned beer
T1955,specialty chocolate
T1956,sweet spreads
T1956,coffee
T1956,chocolate
T1956,seasonal products
T1957,beef
T1957,pot plants
T1958,frozen vegetables
T1958,frozen meals
T1959,bottled water
T1959,specialty chocolate
T1960,domestic eggs
T1961,ice cream
T1961,sugar
T1961,napkins
T1961,dishes
T1962,ice cream
T1962,roll products 
T1962,Instant food products
T1962,coffee
T1962,candles
T1963,butter
T1963,whipped
T1963,sour cream
T1963,brown bread
T1963,pastry
T1963,canned vegetables
T1963,fruit
T1963,vegetable juice
T1963,long life bakery product
T1964,sausage
T1965,ham
T1965,tropical fruit
T1965,specialty cheese
T1965,long life bakery product
T1965,hygiene articles
T1965,newspapers
T1966,citrus fruit
T1966,pip fruit
T1966,other vegetables
T1966,whole milk
T1966,butter
T1966,cream cheese 
T1966,domestic eggs
T1966,vinegar
T1966,fruit
T1966,vegetable juice
T1966,softener
T1966,napkins
T1967,red
T1967,blush wine
T1968,butter
T1968,margarine
T1969,whole milk
T1969,bottled water
T1969,fruit
T1969,vegetable juice
T1970,hard cheese
T1970,newspapers
T1971,hygiene articles
T1972,soups
T1972,soda
T1972,shopping bags
T1973,pastry
T1973,soda
T1974,onions
T1974,rolls
T1974,buns
T1975,ice cream
T1975,soda
T1975,fruit
T1975,vegetable juice
T1976,herbs
T1977,citrus fruit
T1977,pip fruit
T1977,curd
T1977,artif. sweetener
T1977,dog food
T1977,coffee
T1978,white bread
T1978,soda
T1978,bottled beer
T1979,pip fruit
T1979,root vegetables
T1979,sugar
T1979,coffee
T1979,bottled beer
T1980,misc. beverages
T1980,cake bar
T1981,ice cream
T1981,soda
T1981,bottled beer
T1981,salty snack
T1982,pot plants
T1983,beef
T1983,tropical fruit
T1983,frozen vegetables
T1983,pickled vegetables
T1983,bottled water
T1983,soda
T1984,canned beer
T1985,cat food
T1985,chocolate
T1985,specialty chocolate
T1986,whipped
T1986,sour cream
T1987,shopping bags
T1988,berries
T1988,other vegetables
T1988,yogurt
T1989,whole milk
T1989,pot plants
T1990,root vegetables
T1990,domestic eggs
T1991,pork
T1991,pip fruit
T1991,other vegetables
T1991,whole milk
T1991,yogurt
T1991,ketchup
T1991,pickled vegetables
T1991,soda
T1991,detergent
T1992,sausage
T1992,pork
T1992,fish
T1992,citrus fruit
T1992,berries
T1992,whipped
T1992,sour cream
T1992,soda
T1992,fruit
T1992,vegetable juice
T1992,bathroom cleaner
T1992,soap
T1993,bottled water
T1994,ice cream
T1994,bottled water
T1995,berries
T1995,root vegetables
T1995,whole milk
T1995,dessert
T1995,yogurt
T1995,whipped
T1995,sour cream
T1995,cream cheese 
T1995,semi-finished bread
T1995,canned fruit
T1995,fruit
T1995,vegetable juice
T1996,bottled beer
T1996,shopping bags
T1997,pork
T1997,berries
T1997,whole milk
T1997,dessert
T1997,whipped
T1997,sour cream
T1997,fruit
T1997,vegetable juice
T1997,candy
T1998,ice cream
T1998,soda
T1998,specialty chocolate
T1999,curd
T1999,yogurt
T1999,waffles
T2000,sausage
T2000,dessert
T2000,soda
T2001,rolls
T2001,buns
T2001,vinegar
T2001,bottled beer
T2002,other vegetables
T2002,domestic eggs
T2002,soda
T2003,other vegetables
T2003,pastry
T2004,root vegetables
T2004,canned vegetables
T2004,soda
T2004,shopping bags
T2005,other vegetables
T2005,whole milk
T2005,butter
T2005,yogurt
T2005,cream cheese 
T2005,vinegar
T2005,pet care
T2005,fruit
T2005,vegetable juice
T2005,cling film
T2005,bags
T2006,pastry
T2006,salty snack
T2007,other vegetables
T2007,brown bread
T2007,soda
T2008,other vegetables
T2008,frozen vegetables
T2008,pastry
T2008,specialty bar
T2009,citrus fruit
T2009,tropical fruit
T2009,whole milk
T2009,domestic eggs
T2009,pastry
T2009,bottled water
T2009,salty snack
T2010,white bread
T2011,citrus fruit
T2011,berries
T2011,onions
T2011,other vegetables
T2011,condensed milk
T2011,soft cheese
T2011,oil
T2011,pickled vegetables
T2011,specialty vegetables
T2011,coffee
T2011,bottled water
T2011,soda
T2011,bottled beer
T2011,dish cleaner
T2011,male cosmetics
T2011,cling film
T2011,bags
T2012,whole milk
T2013,chocolate
T2013,pot plants
T2014,citrus fruit
T2014,other vegetables
T2014,frozen meals
T2014,rice
T2014,canned beer
T2014,salty snack
T2015,other vegetables
T2015,yogurt
T2015,fruit
T2015,vegetable juice
T2015,shopping bags
T2016,sausage
T2016,chicken
T2016,beef
T2016,pip fruit
T2016,root vegetables
T2016,onions
T2016,yogurt
T2016,soft cheese
T2016,mayonnaise
T2016,margarine
T2016,jam
T2016,sweet spreads
T2016,coffee
T2016,bottled water
T2016,soda
T2016,dish cleaner
T2017,root vegetables
T2017,frozen meals
T2017,white bread
T2017,snack products
T2017,hygiene articles
T2018,sausage
T2018,chicken
T2018,pip fruit
T2018,berries
T2018,other vegetables
T2018,dessert
T2018,yogurt
T2018,frozen vegetables
T2018,frozen meals
T2018,brown bread
T2018,semi-finished bread
T2018,ketchup
T2018,spices
T2018,ready soups
T2018,soda
